row_index,start_dialogue,diagnostic_accuracy,use_of_dialogue_information,logical_consistency,estimate_completeness,parts_and_works_adequacy,safety,clarity,actionability,uncertainty_handling,business_logic_alignment,contextual_relevancy,error
480,На Honiture Q6 SE две боковые щётки. Как их правильно установить,7,8,9,6,7,10,9,7,10,10,7,
600,Почему духовка зажигается после нескольких щелчков и сильно пахнет газом,9,10,8,7,9,10,9,9,10,10,5,
720,Как вставить трос в новый дроссель,7,8,9,6,7,10,8,7,10,10,3,
840,Можно ли перегреть плату при пайке,7,8,9,6,7,10,9,8,10,10,6,
960,Как извлечь термисторный диск,7,8,9,6,7,10,9,8,10,10,2,
121,"Что делать, если батарея не отходит после нагрева?",8,9,9,7,8,10,9,8,10,10,2,
241,"Можно ли случайно повредить другие внутренние детали, снимая ридер?",7,8,9,6,5,10,9,7,10,10,4,
361,Почему важно использовать термостойкий шнур,7,8,9,6,8,10,9,7,10,10,3,
481,"Мне кажется, что я поставил боковые щётки неправильно",10,9,10,8,9,10,10,9,10,10,3,
601,"Если газовая духовка не поджигается, но запах есть",9,10,8,7,8,10,9,8,10,10,3,
721,Как собрать корпус ручки обратно,7,8,9,7,8,10,9,7,10,10,7,
841,Почему веб-камера мигает после сборки,8,9,9,7,8,10,9,8,10,10,3,
961,"Что делать, если часть старого корпуса треснула",7,9,8,6,6,10,9,7,10,10,2,
122,После снятия батареи что нужно сделать перед установкой новой?,10,9,8,7,9,10,9,8,10,10,3,
242,"Как понять, что замена прошла успешно?",7,8,9,6,5,10,9,7,10,10,8,
362,Что важно проверить перед сборкой утюга обратно,7,9,8,7,7,10,8,8,10,10,3,
482,Как снять старую роликовую щётку из робота Honiture Q6 SE,7,8,9,6,6,10,9,7,10,10,7,
602,Как уменьшить запах газа при запуске духовки,8,9,10,7,8,10,9,8,10,10,3,
722,На что обратить внимание при укладке троса в корпус ручки,8,10,9,8,9,10,9,9,10,10,3,
842,"Что делать, если корпус закрылся не до конца",9,10,8,7,8,10,9,9,10,10,3,
962,Как очистить старое реле перед сборкой,7,8,9,6,7,10,9,7,10,10,4,
123,Можно ли вытащить батарею просто руками?,8,9,8,7,6,10,9,8,10,10,3,
243,Что лучше – ремонтировать ридер или сразу заменить?,7,9,8,6,5,10,9,7,9,10,2,
363,Можно ли использовать любой провод для замены,7,9,9,6,6,10,8,8,10,10,3,
483,Можно ли перепутать местами боковые щётки,7,8,9,6,8,10,9,8,10,10,9,
603,"Почему звук в одном наушнике тише, чем в другом",7,8,9,7,8,10,9,8,10,10,3,
723,Почему важно проверить «свободный ход» ручки газа,8,9,9,7,8,10,9,8,10,10,2,
843,Можно ли теперь снова использовать камеру каждый день,7,6,8,4,3,10,8,6,9,9,3,
244,"Что делать, если после сборки Switch не реагирует на включение?",8,10,9,7,9,10,9,9,10,10,2,
963,Нужно ли разбирать старое реле целиком,4,7,6,5,7,10,8,7,9,10,2,
124,Можно ли повторно использовать старую батарею после снятия?,10,9,10,8,10,10,9,8,10,10,7,
364,Что делать со старым шнуром после замены,7,9,8,6,7,10,8,7,9,10,2,
484,Как вставить новую роликовую щётку,7,8,9,6,7,10,9,8,10,10,6,
604,Один наушник не подключается к телефону,7,8,8,7,7,10,9,8,10,10,3,
724,Как установить ручку газа на руль,7,9,8,6,7,10,9,8,10,10,2,
844,Почему мой принтер Canon плохо печатает цвета,8,9,9,7,8,10,9,8,10,10,7,
964,"Как убедиться, что диск установлен правильно",10,9,10,8,10,10,10,9,10,10,4,
125,Как приклеить новый аккумулятор?,8,9,10,7,9,10,9,8,10,10,9,
245,Что делать со старым ридером после замены?,10,8,9,7,10,10,9,6,10,10,2,
365,"Как проверить, исправен ли новый сетевой шнур",4,6,5,6,6,10,8,7,9,9,7,
485,Можно ли запустить Honiture Q6 SE без боковых щёток,10,9,10,10,10,10,10,8,10,7,10,
605,"Как исправить ситуацию, если телефон не подключает наушники",7,10,9,6,7,10,8,8,10,10,3,
725,Как прикрепить другой конец троса к двигателю,7,8,9,6,7,10,9,8,10,10,2,
845,"Как понять, что ремонт завершён успешно",7,8,8,6,7,10,8,7,9,10,7,
965,Что дальше делать с новым диском,7,9,10,6,8,10,9,8,10,10,3,
126,"Что делать, если присоска не держится на треснувшем экране?",8,9,9,7,8,10,9,9,10,10,7,
246,Как ухаживать за новым ридером после установки?,10,9,10,7,10,10,8,7,10,10,2,
366,"Что делать, если утюг по‑прежнему не нагревается после замены шнура",8,10,9,7,8,10,9,9,10,10,3,
486,"Что делать, если роликовая щётка не фиксируется в отсеке",8,10,9,7,8,10,9,8,10,10,3,
606,"Звук в наушниках обрывается, если я отхожу от телефона",9,10,8,7,8,10,9,9,10,10,3,
726,Как отрегулировать натяжение троса,8,9,9,6,7,10,9,8,10,10,2,
846,Принтер HP перестал печатать и выдаёт бледные или пустые страницы,8,9,9,7,8,10,9,9,10,10,7,
966,Нужно ли выключать питание при установке реле,7,8,9,6,7,10,9,7,10,10,3,
127,"Почему при отделении дисплея важно попасть под сам модуль, а не стекло?",4,7,6,5,6,9,8,5,9,9,6,
247,"Если ремонт не помог, где можно узнать советы?",7,8,9,6,7,10,9,8,10,10,5,
487,Как прикрепить тряпку обратно после замены щёток,7,9,8,7,8,10,9,8,10,10,2,
367,Можно ли заменить провод самостоятельно без опыта,7,9,8,6,7,10,9,8,10,10,3,
607,"Наушники недавно падали, и теперь один не работает",7,8,9,7,8,10,9,8,9,10,3,
727,"Что делать, если трос не возвращается сам после регулировки",7,8,9,6,7,10,9,8,10,10,2,
847,Подходит ли эта процедура для принтеров Epson,8,9,9,7,8,10,9,8,10,10,6,
967,Как восстановить корпус реле после установки диска,7,8,9,6,6,10,9,8,10,10,2,
128,Как снять экран Honor 9?,10,9,8,7,9,10,9,8,10,10,9,
248,"Как понять, что именно кнопки сломались, а не что-то другое",7,8,8,6,7,10,9,8,9,10,3,
368,Как завершить ремонт утюга после замены шнура,10,9,8,7,6,10,10,9,10,10,2,
488,Как часто нужно менять щётки в Honiture Q6 SE,7,9,8,7,8,10,9,7,9,10,6,
728,После сборки нужно ли снова подключать провода,7,8,9,6,5,10,9,7,10,10,2,
608,Как обновить прошивку на AirPods,10,8,9,7,6,10,9,8,10,10,5,
848,Можно ли таким способом восстановить любой принтер HP,9,10,8,7,8,10,9,8,10,10,4,
968,Почему важно чистить контакты,7,8,8,7,7,10,9,8,9,10,4,
129,"Как правильно нагреть экран, чтобы отделить его?",7,8,9,6,8,7,9,8,10,10,7,
249,"Моя стиральная машина перестала реагировать на кнопки, и я не знаю, что с ней делать",8,9,10,7,8,10,9,8,10,10,4,
369,Почему важно проверить работу розетки перед ремонтом,7,8,9,7,8,10,9,8,10,10,6,
489,Что делать со старыми щётками после замены,7,8,9,6,10,10,10,7,10,10,4,
609,"Что делать, если обновление телефона испортило работу Bluetooth-наушников",7,9,8,7,6,10,9,8,10,10,4,
729,"Как проверить, что дроссель работает правильно",7,8,9,6,5,10,8,7,10,10,2,
849,"Что делать, если вода после нагрева выглядит грязной",7,9,8,7,8,10,9,8,10,10,6,
969,"Что делать, если значение сопротивления всё ещё неверное",7,9,8,7,8,10,9,8,9,10,4,
130,"Если экран не реагирует после ремонта, что делать?",7,9,8,7,7,10,8,8,9,10,2,
250,Где можно купить подходящие переключатели для платы управления,7,6,8,6,7,10,8,7,9,10,9,
370,"Мой аэрогриль Gourmia GAF798 перестал подсвечивать панель управления, и я не знаю, что с этим делать",8,9,10,7,9,10,10,9,10,10,2,
490,"Что нужно сделать перед заменой щёток, чтобы не повредить пылесос",10,9,10,7,8,10,9,8,10,10,7,
610,Мои беспроводные наушники теряют соединение с телефоном,7,8,8,7,7,10,9,8,9,10,3,
730,Как правильно вернуть сиденье на место,7,8,9,6,5,10,9,7,10,10,2,
850,С чего начать чистку печатающей головки,9,9,9,8,8,10,9,8,10,10,9,
371,Почему нельзя выбрасывать старый шнур в обычное ведро,10,9,10,8,10,10,10,9,10,10,3,
970,Что проверить после сборки реле,7,9,9,7,8,10,9,8,10,10,3,
131,Зачем проверять телефон до окончательной сборки?,7,8,9,6,5,10,9,7,10,10,4,
251,"Как начать разборку стиральной машины, чтобы добраться до платы управления",7,8,9,6,5,10,9,7,10,10,3,
491,Что делать после замены всех щёток,8,10,9,7,8,10,9,9,10,10,5,
731,Можно ли проверять газ без запуска двигателя,7,8,9,6,7,10,9,7,9,10,3,
971,Когда можно ставить реле обратно в морозильник,7,8,9,7,8,10,9,8,9,10,6,
611,Мой телефон не видит наушники в списке Bluetooth,7,8,9,7,8,10,9,8,10,10,3,
851,Почему нужно использовать именно дистиллированную воду,10,9,8,7,6,10,9,8,10,10,2,
132,Что важно не забыть перед финальным снятием дисплея?,6,8,9,6,7,10,9,7,10,10,8,
252,Нужно ли что-то делать с водой в лотке для порошка,7,8,9,6,7,10,9,8,10,10,6,
372,Как снять панель управления с передней части аэрогриля,7,9,8,6,7,10,9,8,10,10,6,
492,"Можно ли чистить старые щётки, чтобы не менять их",8,9,10,7,8,10,10,8,10,10,7,
612,"Почему наушники часто отключаются, хотя батарея заряжена",6,8,7,7,7,10,9,8,9,10,3,
732,После замены троса минибайк стал слишком «резким» на газ,10,9,8,7,7,10,9,8,10,10,2,
852,Как нагреть воду для чистки,8,10,9,7,8,10,9,8,9,10,3,
133,Можно ли использовать металлический инструмент для отделения экрана?,8,9,9,7,8,10,9,8,10,10,6,
972,Как установить восстановленное реле обратно,6,8,9,7,8,10,9,7,10,10,3,
253,Почему нельзя торопиться при откручивании мелких винтов?,1,2,3,1,1,10,4,1,6,3,1,
373,"Можно ли чинить аэрогриль, если он всё ещё подключён к сети",8,10,9,7,8,10,9,8,10,10,3,
493,"Как понять, что щётки изношены и нуждаются в замене",10,9,10,8,10,10,10,9,10,10,7,
613,Можно ли самостоятельно обновить прошивку всех наушников,7,8,9,6,5,10,9,8,10,10,3,
733,"Мой мотоцикл Tao Tao DBX1 150cc не заводится, хотя компрессия есть",8,9,9,7,8,10,9,8,10,10,7,
853,Какие картриджи нужно снять перед чисткой,7,8,9,6,7,10,9,8,10,10,3,
973,Где находится реле в морозильнике,7,9,8,8,7,10,9,8,10,10,4,
134,Что лучше использовать для приклеивания нового дисплея?,7,9,9,7,8,10,9,8,10,10,6,
254,Что нужно сделать перед началом ремонта стиральной машины,10,9,8,8,10,10,9,9,10,10,3,
374,"Что делать, если панель не отделяется полностью",7,8,9,6,7,10,9,8,10,10,3,
494,У меня выпала роликовая щётка во время уборки,9,10,10,8,9,10,10,9,10,10,4,
614,Как обновить Samsung Galaxy Buds,7,8,9,6,5,10,9,7,10,10,2,
734,С чего начать замену карбюратора на Tao Tao DBX1 150cc,8,7,9,6,7,10,8,7,10,10,9,
854,Как подготовить принтер HP к самостоятельной чистке,8,9,9,6,7,10,9,8,10,10,4,
974,Почему после установки морозильник не запускается сразу,7,8,9,6,7,10,9,8,10,10,2,
135,Как удалить остатки клея с рамки после снятия дисплея?,8,9,10,7,8,10,9,9,10,10,6,
255,Что делать после получения новых переключателей,7,8,9,6,7,10,9,8,10,10,7,
495,Мой Honiture Q6 SE вибрирует и шумит после замены роликовой щётки,7,9,8,7,7,10,9,8,10,10,5,
375,Почему важно дождаться остывания аэрогриля перед ремонтом,8,10,9,7,8,10,10,9,10,10,4,
615,После обновления смартфона наушники стали работать хуже,8,9,9,7,6,10,9,8,10,10,3,
735,Почему нужно работать в открытом помещении при замене карбюратора,7,9,8,6,7,10,9,7,10,10,5,
855,Какое изображение лучше использовать в качестве теста,6,8,7,5,6,10,9,7,9,10,3,
975,Если морозильник включается и тут же выключается,7,8,8,7,7,10,9,8,9,10,4,
